-92.063	-75.683	-73.281	-78.089	-82.252	-85.893	-87.028	-86.855	-86.339	-85.72	-85.695	-86.406	-87.889	-87.751	-87.353	-87.744	-87.963	-85.931	-86.223	-86.656	-86.503	-87.063	-87.772	-87.489	-87.143	-88.211	-88.11	-86.9	-86.158	-87.409	-86.543	-87.643	-88.083	-88.12	-87.061	-87.809	-88.168	-87.308	-87.677	-88.439	-87.688	-86.538	-87.687	-87.857	-86.624	-86.286	-87.786	-87.602	-88.325	-89.092	-88.371	-89.235	-86.229	-86.491	-86.286	-86.061	-86.91	-86.89	-86.176	-86.987	-85.872	-86.503	-86.667	-87.113	-87.656	-86.75	-87.425	-87.59	-86.91	-87.419	-87.419	-86.958	-86.531	-86.768	-86.708	-85.631	-84.599	-84.361	-83.919	-83.091	-83.566	-82.933	-82.883	-83.079	-82.596	-82.931	-82.62	-82.772	-82.689	-82.727	-83.287	-82.577	-83.321	-82.851	-83.265	-82.587	-82.78	-82.503	-82.648
-89.49	-72.617	-72.123	-74.305	-75.545	-76.145	-76.048	-75.585	-74.581	-73.462	-73.325	-74.354	-75.69	-76.666	-76.93	-76.493	-76.197	-75.723	-75.629	-75.86	-75.63	-75.964	-76.229	-76.37	-76.371	-76.714	-76.449	-76.101	-76.493	-77.163	-77.327	-77.728	-77.361	-77.212	-77.298	-76.793	-76.825	-76.079	-75.308	-76.553	-76.8	-76.419	-76.236	-76.003	-76.048	-75.953	-75.959	-76.03	-76.363	-76.802	-76.979	-77.98	-77.104	-74.902	-75.073	-75.995	-76.566	-76.527	-76.72	-76.711	-76.331	-76.002	-76.216	-76.176	-76.258	-76.271	-75.982	-75.849	-75.633	-75.56	-75.394	-75.17	-74.779	-74.561	-74.105	-73.265	-72.359	-71.456	-70.776	-70.26	-70.229	-69.756	-69.457	-69.314	-69.001	-68.946	-68.917	-68.942	-68.874	-68.745	-69.152	-69.04	-68.914	-69.172	-69.053	-69.16	-68.891	-68.944	-68.846
-86.872	-70.302	-65.387	-64.389	-63.31	-62.267	-61.751	-61.325	-60.645	-59.517	-58.668	-58.936	-60.076	-61.492	-62.305	-62.238	-61.833	-61.423	-61.098	-61.013	-61.098	-61.141	-61.358	-61.582	-61.702	-61.886	-61.965	-61.727	-61.635	-62.04	-62.67	-63.004	-63.03	-62.814	-62.663	-62.51	-62.255	-62.198	-61.364	-61.285	-61.924	-62.08	-61.822	-61.572	-61.515	-61.489	-61.505	-61.56	-61.698	-61.926	-62.167	-62.44	-63.982	-61.976	-60.782	-61.301	-62.112	-62.378	-62.307	-62.463	-62.337	-61.967	-61.798	-61.862	-61.905	-61.941	-61.707	-61.42	-61.225	-61.015	-60.902	-60.706	-60.432	-60.121	-59.775	-59.27	-58.543	-57.733	-57.071	-56.624	-56.407	-56.229	-56.041	-55.923	-55.821	-55.758	-55.78	-55.921	-56.095	-56.23	-56.423	-56.553	-56.55	-56.476	-56.411	-56.348	-56.223	-56.067	-55.877
-84.173	-70.529	-64.93	-61.144	-58.338	-56.268	-55.048	-54.545	-54.48	-53.834	-52.238	-51.122	-50.883	-51.065	-51.394	-51.713	-52.015	-52.293	-52.442	-52.452	-52.482	-52.516	-52.48	-52.4	-52.308	-52.207	-52.2	-52.292	-52.303	-52.268	-52.256	-52.246	-52.241	-52.247	-52.227	-52.188	-52.173	-52.704	-53.967	-54.17	-54.308	-54.84	-55.208	-55.36	-55.52	-55.871	-56.367	-56.834	-57.187	-57.264	-56.908	-55.972	-53.116	-50.731	-49.299	-48.951	-49.226	-49.616	-49.876	-49.869	-49.758	-49.606	-49.539	-49.656	-49.862	-50.154	-50.437	-50.713	-51.01	-51.325	-51.641	-51.985	-52.378	-52.702	-52.944	-53.137	-53.288	-53.377	-53.528	-53.93	-54.516	-54.997	-55.351	-55.779	-56.216	-56.536	-56.8	-57.326	-58.13	-58.777	-59.151	-59.48	-59.552	-59.074	-58.711	-58.516	-58.275	-57.924	-57.421
-81.37	-69.549	-66.23	-66.971	-65.117	-63.326	-62.806	-63.181	-64.268	-62.541	-59.044	-57.533	-57.648	-57.438	-57.246	-57.757	-58.886	-59.717	-59.991	-59.992	-59.997	-59.945	-59.785	-59.414	-59.023	-58.761	-58.763	-59.217	-59.321	-58.757	-58.126	-57.864	-57.679	-57.856	-58.118	-58.101	-58.149	-58.476	-58.805	-59.774	-61.54	-63.973	-64.377	-64.536	-64.79	-65.736	-66.712	-67.128	-67.412	-66.994	-66.013	-63.962	-54.361	-50.701	-50.501	-51.209	-52.078	-52.522	-53.096	-52.747	-52.163	-52.104	-52.368	-52.922	-53.665	-54.406	-55.367	-56.489	-57.314	-58.209	-59.084	-59.685	-60.491	-61.262	-61.577	-61.675	-61.901	-62.102	-62.459	-62.787	-63.071	-63.001	-62.994	-62.917	-63.031	-63.038	-62.944	-62.911	-63.137	-63.429	-63.672	-63.904	-63.871	-64.208	-64.264	-63.879	-64.193	-64.427	-64.562
-78.692	-62.465	-62.096	-59.557	-61.808	-63.525	-66.115	-69.016	-71.974	-68.184	-61.047	-58.511	-58.164	-59.13	-59.381	-58.705	-57.656	-56.556	-56.022	-55.987	-55.814	-56.069	-56.713	-57.371	-57.82	-58.44	-57.946	-57.177	-57.466	-58.098	-58.787	-59.393	-59.293	-59.074	-58.993	-58.48	-57.756	-55.486	-50.815	-53.377	-57.11	-59.023	-59.123	-60.02	-60.852	-61.882	-62.346	-63.319	-64.712	-66.049	-65.714	-64.035	-53.992	-56.578	-57.85	-59.599	-59.99	-60.237	-60.452	-60.925	-60.593	-60.218	-60.326	-59.803	-60.062	-59.43	-58.665	-57.834	-56.938	-56.18	-55.583	-54.732	-53.891	-53.391	-52.749	-51.895	-51.067	-50.367	-50.002	-49.914	-49.885	-49.836	-49.69	-49.421	-49.212	-49.184	-49.196	-49.195	-49.262	-49.492	-49.776	-50.016	-50.034	-50.157	-50.301	-50.199	-50.284	-50.64	-51.044
-76.543	-59.295	-54.03	-50.616	-49.403	-50.089	-52.061	-55.099	-59.035	-57.916	-50.967	-46.009	-44.189	-44.304	-44.845	-44.682	-43.858	-42.851	-42.139	-41.844	-41.722	-41.761	-42.144	-42.69	-43.209	-43.727	-43.782	-43.226	-42.943	-43.283	-43.927	-44.658	-44.849	-44.737	-44.564	-44.225	-43.776	-42.896	-42.12	-42.663	-44.28	-45.632	-46.273	-46.886	-47.801	-48.847	-49.871	-50.984	-52.264	-53.26	-53.128	-51.806	-48.508	-45.503	-45.407	-45.869	-46.695	-46.914	-46.89	-47.848	-47.819	-47.218	-46.728	-46.291	-46.019	-45.554	-44.764	-43.835	-42.947	-42.22	-41.591	-41.022	-40.438	-39.958	-39.605	-39.315	-39.135	-39.204	-39.653	-40.425	-41.201	-41.699	-42.16	-42.705	-43.202	-43.612	-44.107	-44.879	-45.733	-46.305	-46.757	-47.212	-47.185	-46.85	-46.529	-46.204	-46.254	-46.324	-46.331
-75.23	-61.361	-54.817	-51.188	-50.303	-50.598	-52.567	-56.477	-60.558	-57.325	-48.664	-43.195	-40.576	-39.337	-38.864	-38.811	-38.867	-38.949	-38.987	-39.009	-39.077	-39.086	-39.119	-39.261	-39.302	-39.247	-39.137	-39.011	-38.774	-38.496	-38.364	-38.32	-38.275	-38.249	-38.27	-38.224	-38.155	-39.087	-43.951	-46.512	-46.263	-46.722	-47.504	-48.784	-50.232	-51.745	-53.44	-55.29	-56.833	-57.096	-55.438	-50.395	-48.229	-40.781	-37.218	-36.218	-36.242	-36.464	-36.601	-36.808	-36.907	-36.819	-36.723	-36.713	-36.772	-36.892	-37.008	-37.096	-37.187	-37.35	-37.593	-37.975	-38.523	-39.023	-39.536	-40.431	-41.811	-43.615	-45.769	-47.992	-49.506	-50.074	-51.103	-52.27	-53.005	-53.533	-54.356	-55.753	-56.63	-57.014	-57.494	-58.057	-57.288	-56.948	-56.58	-56.042	-56.473	-56.165	-56.018
-74.631	-67.278	-61.44	-60.397	-57.864	-55.278	-53.831	-52.997	-52.864	-51.879	-51.703	-50.384	-49.072	-48.2	-47.898	-48.323	-48.859	-48.94	-48.852	-49.077	-48.918	-48.641	-48.928	-48.954	-48.634	-48.739	-48.792	-48.624	-48.356	-47.883	-47.502	-47.372	-47.25	-47.258	-47.578	-47.433	-47.351	-48.742	-52.028	-54.563	-56.947	-58.068	-59.409	-60.677	-62.421	-63.891	-65.896	-67.344	-68.779	-67.977	-65.646	-53.111	-45.416	-42.662	-42.091	-42.052	-42.279	-42.62	-42.701	-42.39	-42.249	-42.59	-42.976	-43.503	-44.011	-44.641	-45.486	-46.218	-46.535	-47.115	-47.509	-47.543	-47.806	-47.979	-47.983	-48.514	-49.746	-50.89	-51.926	-52.978	-54.083	-55.356	-56.411	-56.604	-56.236	-56.178	-56.144	-56.538	-57.135	-57.575	-57.639	-57.508	-57.578	-57.02	-56.973	-56.046	-55.172	-54.848	-54.831
-73.552	-65	-64.374	-58.857	-51.25	-46.208	-43.474	-42.398	-42.378	-41.882	-41.572	-42.319	-43.77	-46.278	-48.79	-48.592	-46.125	-43.575	-41.952	-41.018	-40.459	-40.231	-40.232	-40.268	-40.56	-41.215	-41.941	-42.097	-42.161	-42.821	-44.083	-45.844	-46.857	-46.861	-46.171	-45.188	-44.148	-41.905	-42.835	-47.656	-55.075	-58.933	-59.143	-59.586	-61.435	-63.817	-65.583	-67.222	-68.99	-69.042	-67.344	-52.696	-44.916	-43.669	-47.054	-48.484	-49.713	-49.532	-49.365	-50.468	-49.748	-49.389	-49.198	-49.03	-48.748	-47.87	-46.767	-44.9	-42.907	-41.223	-39.69	-38.495	-37.706	-37.391	-37.69	-38.833	-41.098	-44.063	-46.664	-49.407	-51.76	-54.405	-57.291	-58.056	-57.434	-57.65	-58.507	-59.655	-60.476	-60.815	-61.171	-61.173	-60.325	-59.287	-59.257	-58.604	-57.835	-56.926	-56.718
